college,sport,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team,revenue_male,revenue_female,expense_male,expense_female
Wells College,Lacrosse,21,16,1226,25746,1072,17155,49625,40312,49625,40312
Wells College,Soccer,24,21,742,17810,971,20388,49490,46111,49490,46111
Wells College,Swimming,9,9,1231,11083,1231,11083,29017,29017,29017,29017
Wells College,Tennis,,11,0,0,550,6046,,16246,,16246
Wells College,"Track and Field, X-Country",7,12,445,3115,445,5341,8846,8846,8846,8846
Wells College,Volleyball,13,15,2115,27489,2237,33554,51865,57976,51865,57976
Yeshiva University,Baseball,26,,2761,71790,0,0,98690,,98690,
Yeshiva University,Basketball,16,11,2307,36908,6478,71256,72251,88026,72251,88026
Yeshiva University,Fencing,15,14,1887,28305,2241,31380,54761,54595,54761,54595
Yeshiva University,Golf,8,,2021,16169,0,0,27087,,27087,
Yeshiva University,Soccer,23,17,2554,58741,3551,60361,81019,72303,81019,72303
Yeshiva University,Softball,,16,0,0,4046,64737,,86627,,86627
Yeshiva University,Tennis,12,11,4663,55956,5107,56179,74646,66694,74646,66694
Yeshiva University,"Track and Field, X-Country",11,11,892,9807,874,9617,16827,16337,16827,16337
Yeshiva University,Volleyball,13,12,1831,23801,3729,44750,34838,63067,34838,63067
Yeshiva University,Wrestling,7,,1197,8377,0,0,29050,,29050,
