college,sport,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team,revenue_male,revenue_female,expense_male,expense_female
Erie Community College,Volleyball,,8,0,0,1675,13400,,54768,,54770
Erie Community College,Bowling,8,3,3156,25250,3113,9339,49754,18402,39671,14673
Farmingdale State College,Baseball,35,,927,32439,0,0,70439,,70439,
Farmingdale State College,Basketball,19,19,1576,29945,1679,31899,67945,69899,67945,69899
Farmingdale State College,Golf,17,,1270,21595,0,0,51595,,51595,
Farmingdale State College,Lacrosse,36,22,931,33516,703,15473,71516,50973,71516,50973
Farmingdale State College,Soccer,30,28,574,17207,785,21972,52707,57472,52707,57472
Farmingdale State College,Softball,,21,0,0,1131,23741,,61741,,61741
Farmingdale State College,Tennis,13,10,752,9780,1001,10005,28780,29005,28780,29005
Farmingdale State College,"Track and Field, Indoor",32,20,349,11156,349,6973,24156,19973,24156,19973
Farmingdale State College,"Track and Field, Outdoor",23,13,341,7835,341,4429,20835,17429,20835,17429
Farmingdale State College,"Track and Field, X-Country",13,15,307,3987,307,4601,12987,13601,12987,13601
Farmingdale State College,Volleyball,,14,0,0,1004,14055,,46055,,46055
Fashion Institute of Technology,Soccer,,20,0,0,2298,45958,,72958,,72958
Fashion Institute of Technology,Swimming,6,8,2759,16554,2759,22072,37378,49837,37378,49837
Fashion Institute of Technology,Tennis,4,7,1681,6723,1632,11423,18723,22456,18723,22456
Fashion Institute of Technology,"Track and Field, Outdoor",3,27,791,2374,791,21367,3674,33065,3674,33065
Fashion Institute of Technology,"Track and Field, X-Country",,13,0,0,982,12767,,25768,,25768
Fashion Institute of Technology,Volleyball,,12,0,0,1791,21487,,45488,,45488
Fashion Institute of Technology,Table Tennis,2,2,850,1700,850,1700,3750,3750,3750,3750
Finger Lakes Community College,Baseball,33,,1041,34340,0,0,46794,,46794,
Finger Lakes Community College,Basketball,16,12,1467,23472,1971,23646,35866,35724,35866,35724
Finger Lakes Community College,Lacrosse,27,,985,26582,0,0,37113,,37113,
Finger Lakes Community College,Soccer,26,17,716,18614,810,13777,29421,24432,29421,24432
Finger Lakes Community College,Softball,,14,0,0,1593,22308,,32769,,32769
Finger Lakes Community College,"Track and Field, Outdoor",20,8,451,9015,719,5753,18415,15153,18415,15153
Finger Lakes Community College,"Track and Field, X-Country",7,4,1386,9703,1701,6804,25127,21942,25127,21942
Finger Lakes Community College,Volleyball,,10,0,0,2128,21280,,30698,,30698
Finger Lakes Community College,Other Sports,24,14,456,10954,681,9529,26288,24829,26288,24829
Fordham University,Baseball,35,,7365,257776,0,0,1204056,,1204056,
Fordham University,Basketball,17,16,51457,874773,38051,608819,5226030,2958492,5226030,2958492
Fordham University,All Track Combined,91,116,1019,92728,722,83805,577995,773275,577995,773275
Fordham University,Football,98,,6976,683608,0,0,6515087,,6515087,
Fordham University,Golf,16,,3163,50613,0,0,94175,,94175,
Fordham University,Rowing,,63,0,0,1105,69625,,877529,,877529
Fordham University,Soccer,34,24,3209,109090,4897,117521,985657,1171762,985657,1171762
Fordham University,Softball,,18,0,0,12283,221087,,1335755,,1335755
Fordham University,Squash,14,,1701,23810,0,0,49091,,49091,
Fordham University,Swimming and Diving,29,33,1539,44629,821,27099,450155,1063914,450155,1063914
Fordham University,Tennis,9,8,1641,14766,4297,34376,165143,651672,165143,651672
Fordham University,Volleyball,,14,0,0,7877,110273,,1075330,,1075330
Fordham University,Water Polo,24,,2760,66235,0,0,241157,,241157,
Fulton-Montgomery Community College,Baseball,20,,829,16575,0,0,32993,,25585,
Fulton-Montgomery Community College,Basketball,19,12,1098,20856,1694,20326,40222,39692,32052,32266
Fulton-Montgomery Community College,Soccer,21,13,505,10612,526,6841,26930,23159,18179,15058
Fulton-Montgomery Community College,Softball,,10,0,0,654,6539,,22742,,14391
Fulton-Montgomery Community College,Volleyball,,9,0,0,1300,11703,,27771,,20955
Genesee Community College,Baseball,20,,1473,29461,0,0,89145,,89145,
Genesee Community College,Basketball,15,13,2500,37498,1696,22052,73058,78769,73058,78769
Genesee Community College,Golf,7,2,1471,10297,5149,10297,14411,14411,14411,14411
Genesee Community College,Lacrosse,36,20,1703,61316,620,12397,99746,19449,99745,19449
Genesee Community College,Soccer,32,26,639,20442,1115,28982,29258,37210,29258,37210
Genesee Community College,Softball,,15,0,0,1584,23758,,34367,,34367
Genesee Community College,Swimming and Diving,10,,793,7930,0,0,12337,,12338,
Genesee Community College,Swimming,,7,0,0,1133,7930,,12338,,12338
Genesee Community College,Volleyball,,12,0,0,3481,41776,,70415,,70415
Globe Institute of Technology,Baseball,28,,1316,36834,0,0,125169,,125169,
Globe Institute of Technology,Basketball,15,8,2945,44174,498,3985,188812,57273,156812,56073
Globe Institute of Technology,Football,75,,1298,97346,0,0,411104,,421114,
Globe Institute of Technology,Soccer,18,,579,10420,0,0,57525,,67250,
Hamilton College,Baseball,28,,3006,84155,0,0,166932,,166932,
Hamilton College,Basketball,15,12,3324,49866,4412,52948,177467,174494,177467,174494
Hamilton College,Field Hockey,,17,0,0,2671,45406,,138203,,138203
Hamilton College,Football,75,,2127,159496,0,0,628119,,628119,
Hamilton College,Golf,13,11,3519,45743,2011,22121,112407,88796,112407,88796
Hamilton College,Ice Hockey,26,23,4609,119824,2439,56099,249221,151419,249221,151419
Hamilton College,Lacrosse,50,27,2276,113780,2762,74573,245478,210922,245478,210922
Hamilton College,Rowing,24,30,2730,65530,2785,83546,123668,141839,123668,141839
Hamilton College,Soccer,35,24,1394,48798,1851,44414,192685,195052,192685,195052
Hamilton College,Softball,,14,0,0,3699,51788,,146533,,146533
Hamilton College,Squash,18,17,1214,21848,1445,24557,60426,63194,60426,63194
Hamilton College,Swimming and Diving,22,25,2335,51367,2356,58892,106962,115485,106962,115485
Hamilton College,Tennis,11,10,1871,20585,1886,18858,50099,48646,50099,48646
Hamilton College,"Track and Field, Indoor",34,27,375,12735,381,10280,53116,42159,53116,42159
Hamilton College,"Track and Field, Outdoor",32,23,400,12800,546,12561,53444,44834,53444,44834
Hamilton College,"Track and Field, X-Country",14,20,703,9843,544,10886,47815,40481,47815,40481
Hamilton College,Volleyball,,14,0,0,2080,29117,,122494,,122494
Hartwick College,Basketball,17,13,2136,36305,2339,30404,150735,136228,150735,136228
Hartwick College,Field Hockey,,22,0,0,1392,30613,,130997,,130997
Hartwick College,Football,108,,856,92485,0,0,350072,,350072,
Hartwick College,Lacrosse,34,21,1139,38721,1047,21994,123580,98152,123580,98152
Hartwick College,Soccer,24,20,4980,119522,1090,21795,771520,100488,771520,100488
Hartwick College,Swimming,20,22,1387,27734,1421,31257,114494,106592,114494,106592
Hartwick College,Tennis,8,14,627,5017,366,5126,43460,40113,43460,40113
Hartwick College,"Track and Field, X-Country",11,7,738,8113,738,5163,26930,23356,26930,23356
Hartwick College,Volleyball,,14,0,0,1884,26382,,98618,,98618
Hartwick College,Water Polo,,13,0,0,7531,97908,,437058,,437058
Hartwick College,Equestrian,,26,0,0,498,12944,,99264,,99264
Herkimer County Community College,Baseball,30,,1038,31140,0,0,50218,,50218,
Herkimer County Community College,Basketball,17,14,1454,24724,1315,18411,43802,35989,43802,35989
Herkimer County Community College,Lacrosse,25,18,572,14296,585,10531,31874,28609,31874,28609
Herkimer County Community College,Soccer,30,20,507,15216,570,11398,35794,28976,35794,28976
Herkimer County Community College,Softball,,18,0,0,1149,20678,,38756,,38756
Herkimer County Community College,Swimming and Diving,5,6,428,2142,357,2142,14470,14470,14470,14470
Herkimer County Community College,Tennis,6,6,174,1042,193,1156,15620,15734,15620,15734
Herkimer County Community College,"Track and Field, Outdoor",23,18,224,5163,287,5163,19741,19741,19741,19741
Herkimer County Community College,"Track and Field, X-Country",8,8,279,2231,279,2231,14309,14309,14309,14309
Herkimer County Community College,Volleyball,,12,0,0,793,9513,,26591,,26591
Herkimer County Community College,Bowling,8,8,247,1974,247,1974,14052,14052,14052,14052
Hilbert College,Baseball,33,,1908,62960,0,0,78634,,78634,
Hilbert College,Basketball,15,16,3308,49620,1968,31482,70503,48716,70503,48716
Hilbert College,Golf,6,,641,3847,0,0,8086,,8086,
Hilbert College,Lacrosse,32,17,1729,55339,1467,24941,77524,36723,77524,36723
Hilbert College,Soccer,24,19,1102,26436,1406,26709,34175,38420,34175,38420
Hilbert College,Softball,,15,0,0,1921,28818,,44905,,44905
Hilbert College,"Track and Field, X-Country",12,8,339,4068,508,4066,8635,8635,8635,8635
Hilbert College,Volleyball,13,10,1559,20264,1585,15845,23547,28785,23547,28785
Hobart William Smith Colleges,Basketball,14,12,1381,19330,3018,36219,164111,177724,164111,177724
Hobart William Smith Colleges,Field Hockey,,22,0,0,1798,39561,,201705,,201705
Hobart William Smith Colleges,Football,99,,1008,99760,0,0,522538,,522538,
Hobart William Smith Colleges,Golf,10,9,982,9819,1508,13569,21555,26431,21555,26431
Hobart William Smith Colleges,Ice Hockey,30,18,1418,42544,3147,56651,303710,216377,303710,216377
Hobart William Smith Colleges,Lacrosse,50,23,2113,105640,1227,28220,554982,180467,554982,180467
Hobart William Smith Colleges,Rowing,47,32,917,43101,1474,47152,211140,165436,211140,165436
Hobart William Smith Colleges,Soccer,27,44,1220,32950,1381,60778,179340,230859,179340,230859
Hobart William Smith Colleges,Squash,15,12,846,12695,1780,21354,69259,64792,69259,64792
Hobart William Smith Colleges,Swimming and Diving,,20,0,0,2169,43388,,154725,,154725
Hobart William Smith Colleges,Tennis,12,9,1256,15072,1384,12460,63937,63758,63937,63758
Hobart William Smith Colleges,"Track and Field, X-Country",18,19,773,13906,795,15110,24053,24305,24053,24305
Hofstra University,Baseball,31,,8315,257760,0,0,1199972,,1199972,
Hofstra University,Basketball,13,15,32697,425058,19042,285625,2567991,2099279,2567991,2099279
Hofstra University,Field Hockey,,25,0,0,3118,77948,,1042043,,1042043
Hofstra University,Golf,7,9,4935,34548,3743,33687,135133,190172,135133,190172
Hofstra University,Lacrosse,44,30,6248,274899,4611,138337,1647436,1093903,1647436,1093903
Hofstra University,Soccer,23,27,3407,78357,4334,117022,969546,1264425,969546,1264425
Hofstra University,Softball,,21,0,0,10943,229794,,1268528,,1268528
Hofstra University,Tennis,7,11,3271,22896,2263,24898,162681,190023,162681,190023
Hofstra University,"Track and Field, X-Country",7,20,3833,26831,1229,24585,232375,197395,232375,197395
Hofstra University,Volleyball,,14,0,0,10654,149161,,1172596,,1172596
Hofstra University,Wrestling,20,,4740,94794,0,0,992740,,992740,
Houghton College,Baseball,30,,1262,37861,0,0,69146,,69146,
Houghton College,Basketball,15,12,2113,31694,1828,21933,77610,66655,77610,66655
Houghton College,All Track Combined,42,65,577,24232,574,37336,61890,75169,61890,75169
Houghton College,Field Hockey,,17,0,0,1143,19438,,52580,,52580
Houghton College,Lacrosse,21,14,1027,21563,1387,19420,56440,42029,56440,42029
Houghton College,Soccer,27,29,1057,28529,1441,41785,65541,80137,65541,80137
Houghton College,Softball,,14,0,0,2271,31791,,64817,,64817
Houghton College,Tennis,15,16,272,4075,407,6509,17050,19509,17050,19509
Houghton College,Volleyball,,17,0,0,2228,37876,,60495,,60495
Hudson Valley Community College,Baseball,31,,759,23523,0,0,34942,,34942,
Hudson Valley Community College,Basketball,14,11,1386,19401,1742,19166,30747,31634,30747,31634
Hudson Valley Community College,Football,84,,2376,199588,0,0,237430,,237430,
Hudson Valley Community College,Golf,,8,0,0,888,7105,,10351,,10351
Hudson Valley Community College,Ice Hockey,19,,939,17835,0,0,29033,,29033,
Hudson Valley Community College,Lacrosse,23,,832,19146,0,0,27469,,27469,
Hudson Valley Community College,Soccer,24,25,542,13008,878,21951,21015,29190,21015,29190
Hudson Valley Community College,Softball,,16,0,0,2657,42510,,53596,,53596
Hudson Valley Community College,Tennis,,7,0,0,1520,10643,,14314,,14314
Hudson Valley Community College,"Track and Field, X-Country",5,3,1441,7203,1441,4322,10616,7735,10616,7735
Hudson Valley Community College,Volleyball,,14,0,0,1170,16374,,22748,,22748
Hudson Valley Community College,Bowling,9,5,1695,15256,1695,8476,19638,12858,19638,12858
Iona College,Baseball,35,,3151,110290,0,0,566274,,566274,
Iona College,Basketball,16,13,17818,285090,18032,234422,2162934,1487366,2162934,1487366
Iona College,All Track Combined,95,75,578,54912,733,54984,802807,526573,802807,526573
Iona College,Golf,8,,2338,18706,0,0,103131,,103131,
Iona College,Lacrosse,,26,0,0,1831,47597,,319818,,319818
Iona College,Rowing,,38,0,0,284,10794,,84465,,84465
Iona College,Soccer,31,25,1342,41614,1222,30556,425579,461057,425579,461057
Iona College,Softball,,18,0,0,3776,67962,,522450,,522450
Iona College,Swimming and Diving,21,19,862,18100,948,18005,248002,243033,248002,243033
Iona College,Volleyball,,13,0,0,2963,38524,,364698,,364698
Iona College,Water Polo,26,20,998,25958,2475,49503,76621,153024,76621,153024
Ithaca College,Baseball,57,,1441,82132,0,0,204990,,204990,
Ithaca College,Basketball,15,15,3114,46709,4548,68220,205449,158596,205449,158596
Ithaca College,All Track Combined,129,148,781,100694,1058,156553,221163,293786,221163,293786
Ithaca College,Field Hockey,,20,0,0,1872,37438,,133386,,133386
Ithaca College,Football,127,,1265,160673,0,0,536621,,536621,
Ithaca College,Golf,,9,0,0,3507,31565,,138360,,138360
Ithaca College,Gymnastics,,21,0,0,2066,43387,,127036,,127036
Ithaca College,Lacrosse,37,27,2047,75741,2265,61148,241072,166486,241072,166486
Ithaca College,Rowing,54,67,978,52829,741,49642,134334,116820,134334,116820
Ithaca College,Soccer,27,27,1933,52194,2065,55753,145169,189993,145169,189993
Ithaca College,Softball,,22,0,0,3494,76878,,189417,,189417
Ithaca College,Swimming and Diving,23,41,3846,88448,1737,71207,173843,178813,173843,178813
Ithaca College,Tennis,10,11,3125,31247,3330,36628,72137,82223,72137,82223
Ithaca College,Volleyball,,14,0,0,3385,47383,,123017,,123017
Ithaca College,Wrestling,33,,2674,88243,0,0,178819,,178819,
Ithaca College,Other Sports,,11,0,0,2369,26056,,83564,,83564
Jamestown Community College,Baseball,18,,1133,20397,0,0,30847,,30847,
Jamestown Community College,Basketball,29,12,1345,39009,1619,19431,76921,38566,76921,38566
Jamestown Community College,Golf,6,,1011,6063,0,0,10563,,10563,
Jamestown Community College,Soccer,24,35,912,21895,835,29237,28437,37398,28437,37398
Jamestown Community College,Swimming,8,4,883,7067,883,3533,11552,8018,11552,8018
Jamestown Community College,Volleyball,,11,0,0,1440,15835,,23084,,23084
Jamestown Community College,Wrestling,20,,1106,22114,0,0,31745,,31745,
Jefferson Community College,Baseball,30,,1298,38928,0,0,51740,,51740,
Jefferson Community College,Basketball,11,10,1165,12817,2467,24668,32772,40498,32772,40498
Jefferson Community College,Golf,9,1,1645,14804,3960,3960,22312,4585,22312,4585
Jefferson Community College,Lacrosse,21,16,533,11189,916,14651,28167,25434,28167,25434
Jefferson Community College,Soccer,23,19,539,12400,476,9038,21508,18855,21508,18855
Jefferson Community College,Softball,,11,0,0,1611,17725,,29489,,29489
Jefferson Community College,Volleyball,,12,0,0,2218,26614,,35191,,35191
Keuka College,Baseball,33,,1041,34358,0,0,64932,,64932,
Keuka College,Basketball,16,15,3367,53864,3014,45205,111719,100256,111719,100256
Keuka College,Golf,13,,1426,18538,0,0,33035,,33035,
Keuka College,Lacrosse,33,20,1360,44892,1856,37112,89915,66145,89915,66145
Keuka College,Soccer,26,18,1259,32729,1770,31860,65576,67138,65576,67138
Keuka College,Softball,,18,0,0,1721,30982,,64871,,64871
Keuka College,Tennis,10,10,1167,11674,1169,11686,22523,22653,22523,22653
Keuka College,"Track and Field, X-Country",9,11,834,7506,711,7817,18815,19136,18815,19136
Keuka College,Volleyball,16,17,2284,36544,2607,44320,91130,100489,91130,100489
Keuka College,Equestrian,,12,0,0,988,11854,,30762,,30762
Le Moyne College,Baseball,30,,2899,86959,0,0,409222,,398351,
Le Moyne College,Basketball,13,15,5386,70023,6015,90229,591028,588137,546912,578687
Le Moyne College,All Track Combined,54,89,483,26092,310,27566,68375,113792,71111,116043
Le Moyne College,Golf,12,12,2662,31944,1255,15054,87732,44788,87400,43708
Le Moyne College,Lacrosse,49,30,1139,55793,1736,52072,335860,299431,290922,292076
Le Moyne College,Soccer,27,29,1717,46365,1354,39271,233170,231627,218661,230048
Le Moyne College,Softball,,20,0,0,2956,59123,,244452,,240200
Le Moyne College,Swimming and Diving,22,19,1397,30732,1677,31869,83398,93773,81645,92023
Le Moyne College,Tennis,9,11,1690,15214,2050,22548,69021,104275,67234,102484
Le Moyne College,Volleyball,,14,0,0,2196,30748,,149047,,148753
LIU Brooklyn,Baseball,28,,5604,156904,0,0,777665,,777665,
LIU Brooklyn,Basketball,15,18,15628,234415,11466,206380,1816899,1734363,1816899,1734363
LIU Brooklyn,Golf,6,5,9347,56083,12895,64475,312367,362201,312367,362201
LIU Brooklyn,Lacrosse,,22,0,0,4059,89294,,667236,,667236
LIU Brooklyn,Soccer,23,26,4587,105494,4755,123622,774599,930410,774599,930410
LIU Brooklyn,Softball,,19,0,0,11288,214468,,1075595,,1075595
LIU Brooklyn,Tennis,,7,0,0,4857,33998,,433182,,433182
LIU Brooklyn,"Track and Field, Indoor",26,26,3552,92348,4051,105334,393998,373081,393998,373081
LIU Brooklyn,"Track and Field, Outdoor",26,26,5328,138522,2701,70222,590997,559621,590997,559621
LIU Brooklyn,"Track and Field, X-Country",,7,0,0,2838,19867,,159014,,159014
LIU Brooklyn,Volleyball,,12,0,0,9787,117441,,935130,,935130
LIU Brooklyn,Bowling,,9,0,0,4107,36960,,301349,,301349
LIU Post,Baseball,35,,2395,83823,0,0,575536,,575536,
LIU Post,Basketball,19,13,4000,76007,5942,77244,617197,606314,617197,606314
LIU Post,All Track Combined,34,30,1228,41757,1320,39613,210952,227956,210952,227956
LIU Post,Fencing,,9,0,0,1309,11783,,41620,,41620
LIU Post,Field Hockey,,19,0,0,3987,75754,,389665,,389665
LIU Post,Football,86,,2316,199169,0,0,2295934,,2295934,
LIU Post,Golf,,6,0,0,3443,20655,,84042,,84042
LIU Post,Lacrosse,51,23,2265,115499,3977,91481,645576,646307,645576,646307
LIU Post,Soccer,32,23,2411,77154,2661,61194,432648,421690,432648,421690
LIU Post,Softball,,17,0,0,4037,68622,,520420,,520420
LIU Post,Swimming,,14,0,0,3750,52500,,453168,,453168
LIU Post,Tennis,,5,0,0,1440,7202,,129394,,129394
LIU Post,Volleyball,,10,0,0,5989,59893,,285650,,285650
LIU Post,Wrestling,20,,3692,73845,0,0,282917,,282917,
Manhattan College,Baseball,32,,4836,154738,0,0,713302,,713302,
Manhattan College,Basketball,14,15,34469,482568,13039,195583,1995054,1434445,1995054,1434446
Manhattan College,All Track Combined,114,61,1177,134180,1173,71548,724310,633357,724310,633357
Manhattan College,Golf,9,,3839,34552,0,0,102643,,102642,
Manhattan College,Lacrosse,38,27,2843,108024,2257,60929,643442,550599,643442,550600
Manhattan College,Soccer,29,22,2461,71377,2888,63533,534460,494899,534460,494899
Manhattan College,Softball,,19,0,0,5475,104026,,508344,,508342
Manhattan College,Swimming,22,20,3181,69981,3362,67238,226047,195260,226048,195260
Manhattan College,Tennis,,6,0,0,3325,19947,,76078,,76078
Manhattan College,Volleyball,,14,0,0,4837,67719,,571615,,571615
Manhattanville College,Baseball,39,,396,15445,0,0,69455,,67580,
Manhattanville College,Basketball,17,17,1013,17221,714,12145,101835,87750,91034,84991
Manhattanville College,Field Hockey,,21,0,0,658,13809,,51873,,42928
Manhattanville College,Golf,11,5,1139,12527,1337,6685,26898,18256,26787,18571
Manhattanville College,Ice Hockey,28,27,2129,59617,1542,41635,146667,102283,145638,107286
Manhattanville College,Lacrosse,21,17,636,13347,742,12616,90394,78998,86505,81374
Manhattanville College,Soccer,27,17,403,10871,576,9791,87925,81550,77667,74652
Manhattanville College,Softball,,14,0,0,648,9071,,78955,,79999
Manhattanville College,"Track and Field, Indoor",11,11,198,2181,191,2101,10419,10339,11679,11599
Manhattanville College,"Track and Field, Outdoor",11,14,133,1467,140,1962,9705,10200,10965,11460
Manhattanville College,"Track and Field, X-Country",4,4,152,609,152,609,12246,12246,13059,13059
Manhattanville College,Volleyball,,15,0,0,634,9507,,33796,,31356
Marist College,Baseball,35,,4314,150992,0,0,733704,,733704,
Marist College,Basketball,14,14,24269,339770,20007,280096,1818576,1547057,1818576,1547057
Marist College,All Track Combined,98,130,975,95513,888,115490,231336,400503,231336,400503
Marist College,Football,97,,4025,390452,0,0,1033944,,1033944,
Marist College,Lacrosse,41,29,4197,172087,3956,114716,616421,512619,616421,512619
Marist College,Rowing,49,55,1568,76846,2161,118869,130436,316617,130436,316617
Marist College,Soccer,25,30,2638,65949,2313,69375,536165,530022,536165,530022
Marist College,Softball,,15,0,0,6896,103441,,487474,,487474
Marist College,Swimming and Diving,22,23,3286,72298,3424,78744,310356,335380,310356,335380
Marist College,Tennis,10,9,5601,56012,4572,41147,161503,147657,161503,147657
Marist College,Volleyball,,15,0,0,5245,78673,,440731,,440731
Marist College,Water Polo,,18,0,0,4983,89691,,345254,,345254
Medaille College,Baseball,22,,2780,61167,0,0,124280,,85867,
Medaille College,Basketball,13,9,2745,35688,2379,21409,165982,52754,100521,44236
Medaille College,Golf,7,,777,5438,0,0,13396,,14903,
Medaille College,Lacrosse,15,15,1046,15688,1637,24557,41823,40207,34422,42112
Medaille College,Soccer,25,22,834,20861,647,14237,39949,31795,42607,33120
Medaille College,Softball,,14,0,0,1393,19497,,51689,,42639
Medaille College,Tennis,,9,0,0,901,8113,,22673,,28242
Medaille College,"Track and Field, X-Country",9,8,610,5487,674,5388,13192,13927,12706,12607
Medaille College,Volleyball,13,13,1953,25389,1078,14008,37764,29617,41419,27044
Medaille College,Bowling,,8,0,0,936,7486,,22240,,22663
Mercy College,Baseball,28,,2223,62253,0,0,240837,,209397,
Mercy College,Basketball,17,13,3039,51667,2885,37505,158467,118224,158467,117904
Mercy College,Field Hockey,,20,0,0,2190,43795,,176624,,173295
Mercy College,Lacrosse,46,24,1890,86956,3443,82640,369307,256957,341479,248097
Mercy College,Soccer,26,28,2017,52433,2298,64341,192658,251622,190933,201584
Mercy College,Softball,,31,0,0,2950,91453,,304159,,292941
Mercy College,Volleyball,,17,0,0,3112,52896,,120004,,119504
Mohawk Valley Community College,Baseball,32,,854,27328,0,0,56999,,56999,
Mohawk Valley Community College,Basketball,16,17,1503,24048,1934,32878,48801,52595,48801,52595
Mohawk Valley Community College,Golf,6,,864,5184,0,0,14223,,14223,
Mohawk Valley Community College,Ice Hockey,23,,1330,30590,0,0,63298,,63298,
Mohawk Valley Community College,Lacrosse,19,17,1231,23389,1000,17000,40766,31994,40766,31994
Mohawk Valley Community College,Soccer,30,21,513,15390,536,11256,32760,24855,32760,24855
Mohawk Valley Community College,Softball,,15,0,0,819,12285,,26532,,26532
Mohawk Valley Community College,Tennis,9,,218,1962,0,0,8458,,8458,
Mohawk Valley Community College,"Track and Field, Indoor",29,22,408,11832,408,8976,18163,14631,18163,14631
Mohawk Valley Community College,"Track and Field, Outdoor",30,24,304,9120,304,7296,16220,13546,16220,13546
Mohawk Valley Community College,"Track and Field, X-Country",12,11,487,5844,487,5357,11627,10992,11627,10992
Mohawk Valley Community College,Volleyball,,11,0,0,981,10791,,23553,,23553
Mohawk Valley Community College,Bowling,10,3,725,7250,724,2172,16242,6892,16242,6892
Molloy College,Baseball,28,,3869,108343,0,0,394300,,373575,
Molloy College,Basketball,12,15,2190,26277,2358,35369,275478,279264,276336,270380
Molloy College,Lacrosse,35,30,1198,41917,2169,65067,324628,298661,324143,267424
Molloy College,Soccer,23,23,1168,26853,1146,26358,231483,271733,231600,265498
Molloy College,Softball,,18,0,0,3477,62588,,298777,,270708
Molloy College,Tennis,,7,0,0,1451,10155,,55864,,61622
Molloy College,"Track and Field, Indoor",17,18,481,8185,495,8910,38555,39110,37961,37954
Molloy College,"Track and Field, Outdoor",17,18,481,8185,495,8910,38555,39110,37961,37954
Molloy College,"Track and Field, X-Country",9,11,1391,12515,1007,11079,45476,40430,43111,38057
Molloy College,Volleyball,,12,0,0,2560,30719,,233109,,228825
Monroe College,Baseball,33,,5158,170215,0,0,495524,,495524,
Monroe College,Basketball,25,15,7186,179642,9999,149992,622192,338949,622192,338949
Monroe College,Football,99,,2021,200063,0,0,1060975,,1060975,
Monroe College,Soccer,34,32,6385,217106,5865,187693,674704,591157,674704,591157
Monroe College,Softball,,19,0,0,3051,57968,,232855,,232855
Monroe College,"Track and Field, Indoor",38,25,991,37650,1604,40090,219741,56783,219741,56783
Monroe College,"Track and Field, Outdoor",36,24,1481,53323,2111,50665,71010,146437,71010,146437
Monroe College,"Track and Field, X-Country",13,13,5727,74450,6005,78060,163796,156799,163796,156799
Monroe College,Volleyball,,14,0,0,7455,104363,,356594,,356594
Monroe Community College,Baseball,24,,1449,34767,0,0,184689,,146056,
Monroe Community College,Basketball,13,11,3526,45843,3882,42698,177114,147518,150227,132420
Monroe Community College,Golf,7,,1791,12537,0,0,19029,,17143,
Monroe Community College,Lacrosse,21,24,1442,30278,771,18500,56924,113996,58532,46209
Monroe Community College,Soccer,25,28,1217,30420,838,23466,218128,176456,181093,141080
Monroe Community College,Softball,,18,0,0,1511,27190,,62303,,44238
Monroe Community College,Swimming and Diving,16,17,744,11899,700,11899,75121,75121,68231,68231
Monroe Community College,Volleyball,,11,0,0,1667,18340,,30762,,30814
Morrisville State College,Basketball,11,11,5092,56014,4730,52035,146703,117836,146702,117835
Morrisville State College,Field Hockey,,15,0,0,2400,36000,,115320,,115320
Morrisville State College,Football,125,,1430,178695,0,0,433881,,433880,
Morrisville State College,Golf,12,,1329,15950,0,0,49993,,49993,
Morrisville State College,Ice Hockey,24,,4545,109080,0,0,171662,,171662,
Morrisville State College,Lacrosse,37,18,1480,54750,2865,51575,161786,117402,161786,117401
Morrisville State College,Soccer,32,15,1477,47250,2619,39280,91453,89883,91453,89883
Morrisville State College,Softball,,14,0,0,2094,29320,,92320,,92320
Morrisville State College,"Track and Field, X-Country",15,11,690,10350,941,10350,21966,21966,21966,21966
Morrisville State College,Volleyball,,13,0,0,2961,38490,,114365,,114365
Morrisville State College,Equestrian,,82,0,0,1037,85000,,110002,,110001
Mount Saint Mary College,Baseball,34,,1047,35581,0,0,82319,,82068,
Mount Saint Mary College,Basketball,17,13,1821,30950,2331,30302,109980,96740,101241,95205
Mount Saint Mary College,All Track Combined,38,44,361,13721,350,15403,35387,37069,34979,36661
Mount Saint Mary College,Golf,7,,943,6598,0,0,19343,,18573,
Mount Saint Mary College,Lacrosse,38,18,957,36373,1344,24192,100168,74748,99168,70934
Mount Saint Mary College,Soccer,25,21,932,23288,1035,21725,79625,67984,78414,64826
Mount Saint Mary College,Softball,,18,0,0,1458,26248,,58317,,57192
Mount Saint Mary College,Swimming,9,14,2176,19584,1420,19884,47348,47648,46500,46800
Mount Saint Mary College,Tennis,8,9,915,7320,747,6722,16568,21095,16205,20469
Mount Saint Mary College,Volleyball,,17,0,0,1512,25710,,42315,,41066
Nassau Community College,Baseball,35,,476,16660,0,0,36907,,36907,
Nassau Community College,Basketball,14,10,1509,21126,987,9870,41373,28032,41373,28032
Nassau Community College,Football,108,,565,61020,0,0,111687,,111687,
Nassau Community College,Golf,7,,1610,11270,0,0,21377,,21377,
Nassau Community College,Lacrosse,49,21,980,48020,704,14784,73337,32946,73337,32946
Nassau Community College,Soccer,23,20,400,9200,578,11560,29447,29722,29447,29722
Nassau Community College,Softball,,17,0,0,325,5525,,23687,,23687
Nassau Community College,Tennis,10,9,585,5850,398,3582,15957,16788,15957,16788
Nassau Community College,"Track and Field, Indoor",12,12,105,1260,105,1260,16437,14466,16437,14466
Nassau Community College,"Track and Field, Outdoor",12,18,120,1440,120,2160,16617,15366,16617,15366
